key,name,categories,value,unit
"('biosphere3', '51e99a55-bcdb-4d18-9484-6de4b142e09d')","Methane, trichlorofluoro-, CFC-11","('air',)",4750.0,kg CO2-Eq
"('biosphere3', '33a69662-583b-45b8-8cb9-94f59fca9133')","Methane, trichlorofluoro-, CFC-11","('air', 'urban air close to ground')",4750.0,kg CO2-Eq
"('biosphere3', 'dc78690a-2b0a-49fc-8272-b811fb25ff6c')","Methane, trifluoro-, HFC-23","('air', 'low population density, long-term')",14800.0,kg CO2-Eq
"('biosphere3', 'a3724600-89c1-4f35-97c9-0de3adbadc8b')","Methane, trifluoro-, HFC-23","('air', 'lower stratosphere + upper troposphere')",14800.0,kg CO2-Eq
"('biosphere3', '5e2e1740-1bb9-4157-b816-6cb5aa006437')","Methane, trifluoro-, HFC-23","('air', 'non-urban air or from high stacks')",14800.0,kg CO2-Eq
"('biosphere3', 'e5ba3517-a93f-422e-9ce2-f1007fcf6c06')","Methane, trifluoro-, HFC-23","('air',)",14800.0,kg CO2-Eq
"('biosphere3', '8f87dcf1-0177-4d62-bea0-a5dd8647ef8c')","Methane, trifluoro-, HFC-23","('air', 'urban air close to ground')",14800.0,kg CO2-Eq
"('biosphere3', '4c097625-506e-4dfc-a170-75fda90cf7cb')",Nitrogen fluoride,"('air', 'low population density, long-term')",17200.0,kg CO2-Eq
"('biosphere3', 'fdf090d7-ee05-4f33-8b7f-5504c718c3cd')",Nitrogen fluoride,"('air', 'lower stratosphere + upper troposphere')",17200.0,kg CO2-Eq
"('biosphere3', 'f8cf5fd7-9f94-4870-9e6a-768deae9b766')",Nitrogen fluoride,"('air', 'non-urban air or from high stacks')",17200.0,kg CO2-Eq
"('biosphere3', 'e79e03c3-5b19-45f6-b3f3-bf710c6663d2')",Nitrogen fluoride,"('air',)",17200.0,kg CO2-Eq
"('biosphere3', '1fdc280a-34d3-4513-b110-3f526b17c443')",Nitrogen fluoride,"('air', 'urban air close to ground')",17200.0,kg CO2-Eq
"('biosphere3', 'e2ccc98a-6d4e-443b-b11f-d16f32782833')",Perfluoropentane,"('air',)",9160.0,kg CO2-Eq
"('biosphere3', 'acbae70a-5450-448f-9038-c403cb496e1a')",Sulfur hexafluoride,"('air', 'low population density, long-term')",22800.0,kg CO2-Eq
"('biosphere3', '44e4d1ce-fa79-4ed5-93f9-445c4ff8df2e')",Sulfur hexafluoride,"('air', 'lower stratosphere + upper troposphere')",22800.0,kg CO2-Eq
"('biosphere3', 'c7c769bb-89b9-4459-afed-e3acecd39339')",Sulfur hexafluoride,"('air', 'non-urban air or from high stacks')",22800.0,kg CO2-Eq
"('biosphere3', '35d1dff5-b535-4628-9826-4a8fce08a1f2')",Sulfur hexafluoride,"('air',)",22800.0,kg CO2-Eq
"('biosphere3', '856c9aa2-c20c-49a8-9417-c71bdb5f17b0')",Sulfur hexafluoride,"('air', 'urban air close to ground')",22800.0,kg CO2-Eq
