Category,Dictonary_Name,Parameter Name,Parameter Description,amount,unit,uncertainty_type,loc,scale,shape,minimum,maximum,Reference,Comment
HDPE_P,HDPE_P,"('Technosphere', 'Internal_Process_Transportation_Rail')",Internal_Process_Transportation_Rail,1678,kgkm,,,,,,,,
HDPE_P,HDPE_P,"('biosphere3', 'Operational_Cost')",Amortized Operating Cost,-352,$,,,,,,,,
HDPE_P,HDPE_P,"('biosphere3', '87883a4e-1e3e-4c9d-90c0-f1bea36f8014')","Ammonia, ('air',)",9.91E-04,kilogram,,,,,,,,
HDPE_P,HDPE_P,"('biosphere3', '349b29d1-3e58-4c66-98b9-9d1a076efd2e')","Carbon dioxide, fossil, ('air',)",-1.39E+03,kilogram,,,,,,,,
HDPE_P,HDPE_P,"('biosphere3', 'eba59fd6-f37e-41dc-9ca3-c7ea22d602c7')","Carbon dioxide, non-fossil, ('air',)",3.46E-02,kilogram,,,,,,,,
HDPE_P,HDPE_P,"('biosphere3', 'ba2f3f82-c93a-47a5-822a-37ec97495275')","Carbon monoxide, fossil, ('air',)",1.03E+00,kilogram,,,,,,,,
HDPE_P,HDPE_P,"('biosphere3', 'f9abb851-8731-4c5b-b057-863996a1f94a')","Hydrocarbons, unspecified, ('air', 'non-urban air or from high stacks')",-1.73E+01,kilogram,,,,,,,,
HDPE_P,HDPE_P,"('biosphere3', 'c941d6d0-a56c-4e6c-95de-ac685635218d')","Hydrogen chloride, ('air',)",-4.30E-02,kilogram,,,,,,,,
HDPE_P,HDPE_P,"('biosphere3', '8e123669-94d3-41d8-9480-a79211fe7c43')","Lead, ('air',)",7.76E-07,kilogram,,,,,,,,
HDPE_P,HDPE_P,"('biosphere3', '0795345f-c7ae-410c-ad25-1845784c75f5')","Methane, fossil, ('air',)",1.21E-01,kilogram,,,,,,,,
HDPE_P,HDPE_P,"('biosphere3', 'c1b91234-6f24-417b-8309-46111d09c457')","Nitrogen oxides, ('air',)",-6.67E+00,kilogram,,,,,,,,
HDPE_P,HDPE_P,"('biosphere3', '66020d27-7ae4-4e59-83a3-89214b72c40a')","Particulates, > 10 um, ('air',)",-1.27E+00,kilogram,,,,,,,,
HDPE_P,HDPE_P,"('biosphere3', 'ba5fc0b6-770b-4da1-9b3f-e3b5087f07cd')","Sulfur oxides, ('air',)",-3.63E+00,kilogram,,,,,,,,
HDPE_P,HDPE_P,"('biosphere3', '30f484ee-dec4-47ae-8e92-d00d4b93fe05')","Chromium, ion, ('water',)",4.35E-05,kilogram,,,,,,,,
HDPE_P,HDPE_P,"('biosphere3', '961ccd56-2eee-4f57-bb18-fc4362b49000')","COD, Chemical Oxygen Demand, ('water',)",8.83E-02,kilogram,,,,,,,,
HDPE_P,HDPE_P,"('biosphere3', '5ce634de-b810-4533-9efb-719c38fe7c09')","Dissolved solids, ('water',)",6.31E-01,kilogram,,,,,,,,
HDPE_P,HDPE_P,"('biosphere3', 'de444dc0-5964-4501-8367-50ba53bfc6b9')","Iron, ion, ('water',)",1.04E-04,kilogram,,,,,,,,
HDPE_P,HDPE_P,"('biosphere3', '31c4d160-b21e-41b3-b9c1-3d7a72377653')","Lead, ('water',)",6.68E-08,kilogram,,,,,,,,
HDPE_P,HDPE_P,"('biosphere3', '9325957a-bee5-4f2d-8bd1-458729c5e49e')","Mercury, ('water',)",3.41E-09,kilogram,,,,,,,,
HDPE_P,HDPE_P,"('biosphere3', '6da0e891-3648-43a5-b0cf-f1872c57db8d')","Oils, unspecified, ('water',)",-6.64E-03,kilogram,,,,,,,,
HDPE_P,HDPE_P,"('biosphere3', 'c8791f3c-3c4a-4278-91c0-483797d14da2')","Phosphate, ('water',)",-8.43E-04,kilogram,,,,,,,,
HDPE_P,HDPE_P,"('biosphere3', '693921ef-e02d-4072-add0-55aa4631b213')","Suspended solids, unspecified, ('water',)",-1.51E-01,kilogram,,,,,,,,
HDPE_P,HDPE_P,"('biosphere3', '2c7be02c-791f-4fef-b231-b90321bbeb30')","Zinc, ion, ('water',)",1.59E-05,kilogram,,,,,,,,
HDPE_T,HDPE_T,"('Technosphere', 'Industrial_Residual_Disposal')",,0.122,Mg,,,,,,,,
HDPE_T,HDPE_T,"('Technosphere', 'Electricity_production')",Electricity_production,24.7,kWh,,,,,,,,
HDPE_T,HDPE_T,"('Technosphere', 'Equipment_Diesel')",Equipment_Diesel,0.06,L,,,,,,,,
HDPE_T,HDPE_T,"('Technosphere', 'Equipment_Gasoline')",Equipment_Gasoline,0.03,L,,,,,,,,
HDPE_T,HDPE_T,"('Technosphere', 'Equipment_LPG')",Equipment_LPG,0.05,L,,,,,,,,
HDPE_T,HDPE_T,"('Technosphere', 'Equipment_CNG')",Equipment_CNG,-306.46,-,,,,,,,,
HDPE_T,HDPE_T,"('Technosphere', 'Equipment_Residual_Fuel_Oil')",Equipment_Residual_Fuel_Oil,-184.07,L,,,,,,,,
HDPE_T,HDPE_T,"('Technosphere', 'Internal_Process_Transportation_Heavy_Duty_Diesel_Truck')",Internal_Process_Transportation_Heavy_Duty_Diesel_Truck,798,kgkm,,,,,,,,
HDPE_T,HDPE_T,"('Technosphere', 'Internal_Process_Transportation_Medium_Duty_Diesel_Truck')",Internal_Process_Transportation_Medium_Duty_Diesel_Truck,798,kgkm,,,,,,,,
HDPE_T,HDPE_T,"('Technosphere', 'Internal_Process_Transportation_Barge')",Internal_Process_Transportation_Barge,558,kgkm,,,,,,,,
HDPE_T,HDPE_T,"('Technosphere', 'Internal_Process_Transportation_Rail')",Internal_Process_Transportation_Rail,1678,kgkm,,,,,,,,
HDPE_T,HDPE_T,"('biosphere3', 'Operational_Cost')",Amortized Operating Cost,-682,$,,,,,,,,
HDPE_T,HDPE_T,"('biosphere3', '87883a4e-1e3e-4c9d-90c0-f1bea36f8014')","Ammonia, ('air',)",9.91E-04,kilogram,,,,,,,,
HDPE_T,HDPE_T,"('biosphere3', '349b29d1-3e58-4c66-98b9-9d1a076efd2e')","Carbon dioxide, fossil, ('air',)",-1.39E+03,kilogram,,,,,,,,
HDPE_T,HDPE_T,"('biosphere3', 'eba59fd6-f37e-41dc-9ca3-c7ea22d602c7')","Carbon dioxide, non-fossil, ('air',)",3.46E-02,kilogram,,,,,,,,
HDPE_T,HDPE_T,"('biosphere3', 'ba2f3f82-c93a-47a5-822a-37ec97495275')","Carbon monoxide, fossil, ('air',)",1.03E+00,kilogram,,,,,,,,
HDPE_T,HDPE_T,"('biosphere3', 'f9abb851-8731-4c5b-b057-863996a1f94a')","Hydrocarbons, unspecified, ('air', 'non-urban air or from high stacks')",-1.73E+01,kilogram,,,,,,,,
HDPE_T,HDPE_T,"('biosphere3', 'c941d6d0-a56c-4e6c-95de-ac685635218d')","Hydrogen chloride, ('air',)",-4.30E-02,kilogram,,,,,,,,
HDPE_T,HDPE_T,"('biosphere3', '8e123669-94d3-41d8-9480-a79211fe7c43')","Lead, ('air',)",7.76E-07,kilogram,,,,,,,,
HDPE_T,HDPE_T,"('biosphere3', '0795345f-c7ae-410c-ad25-1845784c75f5')","Methane, fossil, ('air',)",1.21E-01,kilogram,,,,,,,,
HDPE_T,HDPE_T,"('biosphere3', 'c1b91234-6f24-417b-8309-46111d09c457')","Nitrogen oxides, ('air',)",-6.67E+00,kilogram,,,,,,,,
HDPE_T,HDPE_T,"('biosphere3', '66020d27-7ae4-4e59-83a3-89214b72c40a')","Particulates, > 10 um, ('air',)",-1.27E+00,kilogram,,,,,,,,
HDPE_T,HDPE_T,"('biosphere3', 'ba5fc0b6-770b-4da1-9b3f-e3b5087f07cd')","Sulfur oxides, ('air',)",-3.63E+00,kilogram,,,,,,,,
HDPE_T,HDPE_T,"('biosphere3', '30f484ee-dec4-47ae-8e92-d00d4b93fe05')","Chromium, ion, ('water',)",4.35E-05,kilogram,,,,,,,,
HDPE_T,HDPE_T,"('biosphere3', '961ccd56-2eee-4f57-bb18-fc4362b49000')","COD, Chemical Oxygen Demand, ('water',)",8.83E-02,kilogram,,,,,,,,
HDPE_T,HDPE_T,"('biosphere3', '5ce634de-b810-4533-9efb-719c38fe7c09')","Dissolved solids, ('water',)",6.31E-01,kilogram,,,,,,,,
HDPE_T,HDPE_T,"('biosphere3', 'de444dc0-5964-4501-8367-50ba53bfc6b9')","Iron, ion, ('water',)",1.04E-04,kilogram,,,,,,,,
HDPE_T,HDPE_T,"('biosphere3', '31c4d160-b21e-41b3-b9c1-3d7a72377653')","Lead, ('water',)",6.68E-08,kilogram,,,,,,,,
HDPE_T,HDPE_T,"('biosphere3', '9325957a-bee5-4f2d-8bd1-458729c5e49e')","Mercury, ('water',)",3.41E-09,kilogram,,,,,,,,
HDPE_T,HDPE_T,"('biosphere3', '6da0e891-3648-43a5-b0cf-f1872c57db8d')","Oils, unspecified, ('water',)",-6.64E-03,kilogram,,,,,,,,
HDPE_T,HDPE_T,"('biosphere3', 'c8791f3c-3c4a-4278-91c0-483797d14da2')","Phosphate, ('water',)",-8.43E-04,kilogram,,,,,,,,
HDPE_T,HDPE_T,"('biosphere3', '693921ef-e02d-4072-add0-55aa4631b213')","Suspended solids, unspecified, ('water',)",-1.51E-01,kilogram,,,,,,,,
HDPE_T,HDPE_T,"('biosphere3', '2c7be02c-791f-4fef-b231-b90321bbeb30')","Zinc, ion, ('water',)",1.59E-05,kilogram,,,,,,,,
PET,PET,"('Technosphere', 'Industrial_Residual_Disposal')",,0.118,Mg,,,,,,,,
PET,PET,"('Technosphere', 'Electricity_production')",Electricity_production,100.7,kWh,,,,,,,,
PET,PET,"('Technosphere', 'Equipment_Diesel')",Equipment_Diesel,0.06,L,,,,,,,,
PET,PET,"('Technosphere', 'Equipment_Gasoline')",Equipment_Gasoline,0.03,L,,,,,,,,
PET,PET,"('Technosphere', 'Equipment_LPG')",Equipment_LPG,0.05,L,,,,,,,,
PET,PET,"('Technosphere', 'Equipment_CNG')",Equipment_CNG,-263.42,-,,,,,,,,
PET,PET,"('Technosphere', 'Equipment_Residual_Fuel_Oil')",Equipment_Residual_Fuel_Oil,-204.93,L,,,,,,,,
PET,PET,"('Technosphere', 'Internal_Process_Transportation_Heavy_Duty_Diesel_Truck')",Internal_Process_Transportation_Heavy_Duty_Diesel_Truck,798,kgkm,,,,,,,,
PET,PET,"('Technosphere', 'Internal_Process_Transportation_Medium_Duty_Diesel_Truck')",Internal_Process_Transportation_Medium_Duty_Diesel_Truck,798,kgkm,,,,,,,,
PET,PET,"('Technosphere', 'Internal_Process_Transportation_Barge')",Internal_Process_Transportation_Barge,558,kgkm,,,,,,,,
PET,PET,"('Technosphere', 'Internal_Process_Transportation_Rail')",Internal_Process_Transportation_Rail,1678,kgkm,,,,,,,,
PET,PET,"('biosphere3', 'Operational_Cost')",Amortized Operating Cost,-220,$,,,,,,,,
PET,PET,"('biosphere3', '87883a4e-1e3e-4c9d-90c0-f1bea36f8014')","Ammonia, ('air',)",9.91E-04,kilogram,,,,,,,,
PET,PET,"('biosphere3', '349b29d1-3e58-4c66-98b9-9d1a076efd2e')","Carbon dioxide, fossil, ('air',)",-1.72E+03,kilogram,,,,,,,,
PET,PET,"('biosphere3', 'eba59fd6-f37e-41dc-9ca3-c7ea22d602c7')","Carbon dioxide, non-fossil, ('air',)",3.46E-02,kilogram,,,,,,,,
PET,PET,"('biosphere3', 'ba2f3f82-c93a-47a5-822a-37ec97495275')","Carbon monoxide, fossil, ('air',)",-1.39E+01,kilogram,,,,,,,,
PET,PET,"('biosphere3', 'f9abb851-8731-4c5b-b057-863996a1f94a')","Hydrocarbons, unspecified, ('air', 'non-urban air or from high stacks')",-3.17E+01,kilogram,,,,,,,,
PET,PET,"('biosphere3', 'c941d6d0-a56c-4e6c-95de-ac685635218d')","Hydrogen chloride, ('air',)",-9.47E-02,kilogram,,,,,,,,
PET,PET,"('biosphere3', '8e123669-94d3-41d8-9480-a79211fe7c43')","Lead, ('air',)",7.76E-07,kilogram,,,,,,,,
PET,PET,"('biosphere3', '0795345f-c7ae-410c-ad25-1845784c75f5')","Methane, fossil, ('air',)",1.21E-01,kilogram,,,,,,,,
PET,PET,"('biosphere3', 'c1b91234-6f24-417b-8309-46111d09c457')","Nitrogen oxides, ('air',)",-1.53E+01,kilogram,,,,,,,,
PET,PET,"('biosphere3', '66020d27-7ae4-4e59-83a3-89214b72c40a')","Particulates, > 10 um, ('air',)",-2.76E+00,kilogram,,,,,,,,
PET,PET,"('biosphere3', 'ba5fc0b6-770b-4da1-9b3f-e3b5087f07cd')","Sulfur oxides, ('air',)",-1.97E+01,kilogram,,,,,,,,
PET,PET,"('biosphere3', '30f484ee-dec4-47ae-8e92-d00d4b93fe05')","Chromium, ion, ('water',)",4.35E-05,kilogram,,,,,,,,
PET,PET,"('biosphere3', '961ccd56-2eee-4f57-bb18-fc4362b49000')","COD, Chemical Oxygen Demand, ('water',)",-2.58E+00,kilogram,,,,,,,,
PET,PET,"('biosphere3', '5ce634de-b810-4533-9efb-719c38fe7c09')","Dissolved solids, ('water',)",5.96E-01,kilogram,,,,,,,,
PET,PET,"('biosphere3', 'de444dc0-5964-4501-8367-50ba53bfc6b9')","Iron, ion, ('water',)",1.04E-04,kilogram,,,,,,,,
PET,PET,"('biosphere3', '31c4d160-b21e-41b3-b9c1-3d7a72377653')","Lead, ('water',)",6.68E-08,kilogram,,,,,,,,
PET,PET,"('biosphere3', '9325957a-bee5-4f2d-8bd1-458729c5e49e')","Mercury, ('water',)",3.41E-09,kilogram,,,,,,,,
PET,PET,"('biosphere3', '6da0e891-3648-43a5-b0cf-f1872c57db8d')","Oils, unspecified, ('water',)",1.82E-02,kilogram,,,,,,,,
PET,PET,"('biosphere3', 'c8791f3c-3c4a-4278-91c0-483797d14da2')","Phosphate, ('water',)",-8.60E-03,kilogram,,,,,,,,
PET,PET,"('biosphere3', '693921ef-e02d-4072-add0-55aa4631b213')","Suspended solids, unspecified, ('water',)",-4.19E-01,kilogram,,,,,,,,
PET,PET,"('biosphere3', '2c7be02c-791f-4fef-b231-b90321bbeb30')","Zinc, ion, ('water',)",1.59E-05,kilogram,,,,,,,,
LDPE_Film,LDPE_Film,"('Technosphere', 'Industrial_Residual_Disposal')",,0.125,Mg,,,,,,,,
LDPE_Film,LDPE_Film,"('Technosphere', 'Electricity_production')",Electricity_production,139.65,kWh,,,,,,,,
LDPE_Film,LDPE_Film,"('Technosphere', 'Equipment_Diesel')",Equipment_Diesel,0.06,L,,,,,,,,
LDPE_Film,LDPE_Film,"('Technosphere', 'Equipment_Gasoline')",Equipment_Gasoline,0.03,L,,,,,,,,
LDPE_Film,LDPE_Film,"('Technosphere', 'Equipment_LPG')",Equipment_LPG,0.05,L,,,,,,,,
LDPE_Film,LDPE_Film,"('Technosphere', 'Equipment_CNG')",Equipment_CNG,-341.44,-,,,,,,,,
LDPE_Film,LDPE_Film,"('Technosphere', 'Equipment_Residual_Fuel_Oil')",Equipment_Residual_Fuel_Oil,-219.31,L,,,,,,,,
LDPE_Film,LDPE_Film,"('Technosphere', 'Internal_Process_Transportation_Heavy_Duty_Diesel_Truck')",Internal_Process_Transportation_Heavy_Duty_Diesel_Truck,798,kgkm,,,,,,,,
LDPE_Film,LDPE_Film,"('Technosphere', 'Internal_Process_Transportation_Medium_Duty_Diesel_Truck')",Internal_Process_Transportation_Medium_Duty_Diesel_Truck,798,kgkm,,,,,,,,
LDPE_Film,LDPE_Film,"('Technosphere', 'Internal_Process_Transportation_Barge')",Internal_Process_Transportation_Barge,558,kgkm,,,,,,,,
LDPE_Film,LDPE_Film,"('Technosphere', 'Internal_Process_Transportation_Rail')",Internal_Process_Transportation_Rail,1678,kgkm,,,,,,,,
LDPE_Film,LDPE_Film,"('biosphere3', 'Operational_Cost')",Amortized Operating Cost,-200,$,,,,,,,,
LDPE_Film,LDPE_Film,"('biosphere3', '87883a4e-1e3e-4c9d-90c0-f1bea36f8014')","Ammonia, ('air',)",9.91E-04,kilogram,,,,,,,,
LDPE_Film,LDPE_Film,"('biosphere3', '349b29d1-3e58-4c66-98b9-9d1a076efd2e')","Carbon dioxide, fossil, ('air',)",-1.76E+03,kilogram,,,,,,,,
LDPE_Film,LDPE_Film,"('biosphere3', 'eba59fd6-f37e-41dc-9ca3-c7ea22d602c7')","Carbon dioxide, non-fossil, ('air',)",3.46E-02,kilogram,,,,,,,,
LDPE_Film,LDPE_Film,"('biosphere3', 'ba2f3f82-c93a-47a5-822a-37ec97495275')","Carbon monoxide, fossil, ('air',)",8.53E-01,kilogram,,,,,,,,
LDPE_Film,LDPE_Film,"('biosphere3', 'f9abb851-8731-4c5b-b057-863996a1f94a')","Hydrocarbons, unspecified, ('air', 'non-urban air or from high stacks')",-1.72E+01,kilogram,,,,,,,,
LDPE_Film,LDPE_Film,"('biosphere3', 'c941d6d0-a56c-4e6c-95de-ac685635218d')","Hydrogen chloride, ('air',)",-6.02E-02,kilogram,,,,,,,,
LDPE_Film,LDPE_Film,"('biosphere3', '8e123669-94d3-41d8-9480-a79211fe7c43')","Lead, ('air',)",7.76E-07,kilogram,,,,,,,,
LDPE_Film,LDPE_Film,"('biosphere3', '0795345f-c7ae-410c-ad25-1845784c75f5')","Methane, fossil, ('air',)",1.21E-01,kilogram,,,,,,,,
LDPE_Film,LDPE_Film,"('biosphere3', 'c1b91234-6f24-417b-8309-46111d09c457')","Nitrogen oxides, ('air',)",-8.18E+00,kilogram,,,,,,,,
LDPE_Film,LDPE_Film,"('biosphere3', '66020d27-7ae4-4e59-83a3-89214b72c40a')","Particulates, > 10 um, ('air',)",-2.04E+00,kilogram,,,,,,,,
LDPE_Film,LDPE_Film,"('biosphere3', 'ba5fc0b6-770b-4da1-9b3f-e3b5087f07cd')","Sulfur oxides, ('air',)",-5.74E+00,kilogram,,,,,,,,
LDPE_Film,LDPE_Film,"('biosphere3', '30f484ee-dec4-47ae-8e92-d00d4b93fe05')","Chromium, ion, ('water',)",4.35E-05,kilogram,,,,,,,,
LDPE_Film,LDPE_Film,"('biosphere3', '961ccd56-2eee-4f57-bb18-fc4362b49000')","COD, Chemical Oxygen Demand, ('water',)",-1.03E+00,kilogram,,,,,,,,
LDPE_Film,LDPE_Film,"('biosphere3', '5ce634de-b810-4533-9efb-719c38fe7c09')","Dissolved solids, ('water',)",8.54E-01,kilogram,,,,,,,,
LDPE_Film,LDPE_Film,"('biosphere3', 'de444dc0-5964-4501-8367-50ba53bfc6b9')","Iron, ion, ('water',)",1.04E-04,kilogram,,,,,,,,
LDPE_Film,LDPE_Film,"('biosphere3', '31c4d160-b21e-41b3-b9c1-3d7a72377653')","Lead, ('water',)",6.68E-08,kilogram,,,,,,,,
LDPE_Film,LDPE_Film,"('biosphere3', '9325957a-bee5-4f2d-8bd1-458729c5e49e')","Mercury, ('water',)",3.41E-09,kilogram,,,,,,,,
LDPE_Film,LDPE_Film,"('biosphere3', '6da0e891-3648-43a5-b0cf-f1872c57db8d')","Oils, unspecified, ('water',)",-1.52E-01,kilogram,,,,,,,,
LDPE_Film,LDPE_Film,"('biosphere3', 'c8791f3c-3c4a-4278-91c0-483797d14da2')","Phosphate, ('water',)",-4.29E-03,kilogram,,,,,,,,
LDPE_Film,LDPE_Film,"('biosphere3', '693921ef-e02d-4072-add0-55aa4631b213')","Suspended solids, unspecified, ('water',)",-4.10E-01,kilogram,,,,,,,,
LDPE_Film,LDPE_Film,"('biosphere3', '2c7be02c-791f-4fef-b231-b90321bbeb30')","Zinc, ion, ('water',)",1.59E-05,kilogram,,,,,,,,
Al,Al,"('Technosphere', 'Industrial_BottomAsh_Disposal')",,0.114,Mg,,,,,,,,
Al,Al,"('Technosphere', 'Industrial_Residual_Disposal')",,-2.664,Mg,,,,,,,,
Al,Al,"('Technosphere', 'Industrial_Wastewater_Treatment')",,-2.489,Mg,,,,,,,,
Al,Al,"('Technosphere', 'Electricity_production')",Electricity_production,15342.52,kWh,,,,,,,,
Al,Al,"('Technosphere', 'Equipment_Diesel')",Equipment_Diesel,-26.62,L,,,,,,,,
Al,Al,"('Technosphere', 'Equipment_Gasoline')",Equipment_Gasoline,-2,L,,,,,,,,
Al,Al,"('Technosphere', 'Equipment_LPG')",Equipment_LPG,-0.74,L,,,,,,,,
Al,Al,"('Technosphere', 'Equipment_CNG')",Equipment_CNG,-525.88,-,,,,,,,,
Al,Al,"('Technosphere', 'Equipment_Residual_Fuel_Oil')",Equipment_Residual_Fuel_Oil,-200.37,L,,,,,,,,
Al,Al,"('Technosphere', 'Internal_Process_Transportation_Heavy_Duty_Diesel_Truck')",Internal_Process_Transportation_Heavy_Duty_Diesel_Truck,138412,kgkm,,,,,,,,
Al,Al,"('Technosphere', 'Internal_Process_Transportation_Medium_Duty_Diesel_Truck')",Internal_Process_Transportation_Medium_Duty_Diesel_Truck,138412,kgkm,,,,,,,,
Al,Al,"('Technosphere', 'Internal_Process_Transportation_Barge')",Internal_Process_Transportation_Barge,-13834,kgkm,,,,,,,,
Al,Al,"('Technosphere', 'Internal_Process_Transportation_Cargo_Ship')",Internal_Process_Transportation_Cargo_Ship,-8225,kgkm,,,,,,,,
Al,Al,"('Technosphere', 'Internal_Process_Transportation_Rail')",Internal_Process_Transportation_Rail,-2295493,kgkm,,,,,,,,
Al,Al,"('biosphere3', 'Operational_Cost')",Amortized Operating Cost,-1166,$,,,,,,,,
Al,Al,"('biosphere3', '06f0a67c-ec68-435d-8c32-0decd79a4a1a')","Aldehydes, unspecified ('air',)",-0.0144,kilogram,,,,,,,,
Al,Al,"('biosphere3', '87883a4e-1e3e-4c9d-90c0-f1bea36f8014')","Ammonia ('air',)",-0.00981,kilogram,,,,,,,,
Al,Al,"('biosphere3', '349b29d1-3e58-4c66-98b9-9d1a076efd2e')","Carbon dioxide, fossil ('air',)",-1670,kilogram,,,,,,,,
Al,Al,"('biosphere3', 'ba2f3f82-c93a-47a5-822a-37ec97495275')","Carbon monoxide, fossil ('air',)",-43.9,kilogram,,,,,,,,
Al,Al,"('biosphere3', '39d1390a-ded6-41cb-a536-d47510bf2fbc')","Chlorine ('air',)",0.0439,kilogram,,,,,,,,
Al,Al,"('biosphere3', '20185046-64bb-4c09-a8e7-e8a9e144ca98')","Dinitrogen monoxide ('air',)",-0.00206,kilogram,,,,,,,,
Al,Al,"('biosphere3', 'e7f7fd97-a1c8-4be9-8a21-68ef06437d20')","Formic acid ('air', 'non-urban air or from high stacks')",-0.036,kilogram,,,,,,,,
Al,Al,"('biosphere3', 'f9abb851-8731-4c5b-b057-863996a1f94a')","Hydrocarbons, unspecified ('air', 'non-urban air or from high stacks')",-3.49,kilogram,,,,,,,,
Al,Al,"('biosphere3', 'c941d6d0-a56c-4e6c-95de-ac685635218d')","Hydrogen chloride ('air',)",0.112,kilogram,,,,,,,,
Al,Al,"('biosphere3', '24541c8c-9f11-49ae-9de5-456f238a3f5e')","Hydrogen fluoride ('air',)",-0.606,kilogram,,,,,,,,
Al,Al,"('biosphere3', '8e123669-94d3-41d8-9480-a79211fe7c43')","Lead ('air',)",0.000182,kilogram,,,,,,,,
Al,Al,"('biosphere3', 'c0e8ec60-a5ae-432e-97a5-cf76b6247a00')","Methane, dichlorodifluoro-, CFC-12 ('air',)",-0.117,kilogram,,,,,,,,
Al,Al,"('biosphere3', '0795345f-c7ae-410c-ad25-1845784c75f5')","Methane, fossil ('air',)",-0.575,kilogram,,,,,,,,
Al,Al,"('biosphere3', 'c1b91234-6f24-417b-8309-46111d09c457')","Nitrogen oxides ('air',)",-0.28,kilogram,,,,,,,,
Al,Al,"('biosphere3', '3e5d7d91-67d7-4afb-91dd-36fab58e4685')","PAH, polycyclic aromatic hydrocarbons ('air',)",0.14,kilogram,,,,,,,,
Al,Al,"('biosphere3', '66020d27-7ae4-4e59-83a3-89214b72c40a')","Particulates, > 10 um ('air',)",-22.2,kilogram,,,,,,,,
Al,Al,"('biosphere3', 'e2ccc98a-6d4e-443b-b11f-d16f32782833')","Perfluoropentane ('air',)",-0.374,kilogram,,,,,,,,
Al,Al,"('biosphere3', '454c61fd-c52b-4a04-9731-f141bb7b5264')","Selenium ('air',)",0.014,kilogram,,,,,,,,
Al,Al,"('biosphere3', 'ba5fc0b6-770b-4da1-9b3f-e3b5087f07cd')","Sulfur oxides ('air',)",-18.5,kilogram,,,,,,,,
Al,Al,"('biosphere3', '99c65c6a-6871-40ba-af79-5bd6851688e4')","Sulfuric acid ('air',)",-0.0021,kilogram,,,,,,,,
Al,Al,"('biosphere3', 'b37294bd-947d-4f35-b9e6-3eb259c05ff5')","Acidity, unspecified ('water',)",-0.117,kilogram,,,,,,,,
Al,Al,"('biosphere3', 'fb005c47-7b90-41f3-a5ca-f0eb11db354a')","Ammonium, ion ('water',)",-0.000968,kilogram,,,,,,,,
Al,Al,"('biosphere3', '91955aba-6ebc-4413-9342-f0298860b4aa')","BOD5, Biological Oxygen Demand ('water',)",-0.0234,kilogram,,,,,,,,
Al,Al,"('biosphere3', '4a15cd40-96e6-4912-8298-c0fa8f9e2aee')","Boron ('water',)",0.021,kilogram,,,,,,,,
Al,Al,"('biosphere3', '2712fe5f-0d3c-4c8e-8bc4-26c604413849')","Cadmium, ion ('water',)",0.000332,kilogram,,,,,,,,
Al,Al,"('biosphere3', '08151735-9d1b-4b1c-a8b1-f341ade54f2f')","Calcium, ion ('water',)",0.000164,kilogram,,,,,,,,
Al,Al,"('biosphere3', '6d25e386-4ef9-4d40-85c6-e694f523a4da')","Chloride ('water',)",0.336,kilogram,,,,,,,,
Al,Al,"('biosphere3', '30f484ee-dec4-47ae-8e92-d00d4b93fe05')","Chromium, ion ('water',)",0.00033,kilogram,,,,,,,,
Al,Al,"('biosphere3', '961ccd56-2eee-4f57-bb18-fc4362b49000')","COD, Chemical Oxygen Demand ('water',)",-0.434,kilogram,,,,,,,,
Al,Al,"('biosphere3', 'c4d10bd2-09da-4082-8cb3-022c92c53221')","Cyanide ('water',)",-0.000557,kilogram,,,,,,,,
Al,Al,"('biosphere3', '5ce634de-b810-4533-9efb-719c38fe7c09')","Dissolved solids ('water',)",-0.932,kilogram,,,,,,,,
Al,Al,"('biosphere3', '96b0e9d0-5bfc-4113-ac30-c9b8a310b534')","Fluoride ('water',)",-0.06,kilogram,,,,,,,,
Al,Al,"('biosphere3', 'e620a933-c348-4e7e-8893-ab0a0f681c7e')","Hydrocarbons, unspecified ('water',)",0.000429,kilogram,,,,,,,,
Al,Al,"('biosphere3', 'de444dc0-5964-4501-8367-50ba53bfc6b9')","Iron, ion ('water',)",-0.0163,kilogram,,,,,,,,
Al,Al,"('biosphere3', '31c4d160-b21e-41b3-b9c1-3d7a72377653')","Lead ('water',)",-9.81E-06,kilogram,,,,,,,,
Al,Al,"('biosphere3', '9783014c-4ec6-4c9c-84d7-d34c8b390a0b')","Magnesium ('water',)",-0.00206,kilogram,,,,,,,,
Al,Al,"('biosphere3', '10cbd2f7-c41b-4bb4-b636-d8fc15cf0282')","Manganese ('water',)",0.0178,kilogram,,,,,,,,
Al,Al,"('biosphere3', '9325957a-bee5-4f2d-8bd1-458729c5e49e')","Mercury ('water',)",-2.73E-06,kilogram,,,,,,,,
Al,Al,"('biosphere3', '6ec6cdaa-5a01-46d4-b716-1905e56690ea')","Nickel, ion ('water',)",-7.01E-08,kilogram,,,,,,,,
Al,Al,"('biosphere3', '5189de76-6bbb-44ba-8c42-5714f1b4371f')","Nitrate ('water',)",-0.00139,kilogram,,,,,,,,
Al,Al,"('biosphere3', 'dcfe0815-6fa3-4e1d-a55e-155b29904f1d')","Nitrogen ('water',)",0.00014,kilogram,,,,,,,,
Al,Al,"('biosphere3', '6da0e891-3648-43a5-b0cf-f1872c57db8d')","Oils, unspecified ('water',)",-0.0299,kilogram,,,,,,,,
Al,Al,"('biosphere3', '39153cb9-a8fe-4fc8-beef-1bf1edceb8e7')","Phenol ('water',)",-0.000356,kilogram,,,,,,,,
